id,href,value,name,type,content,related,tags,excerpt,hasdetailedpage
Machine Learning.Deep Learning.Optimization.Overfitting.Regularization.Regularization 2: Early Stopping,#regularization-early-stopping,,,,Stop training before we have a chance to overfit <img src='assets/images/early-stopping.png' />,,,,
Machine Learning.Applications,#applications,,,,,,,,
Machine Learning.Applications.Image Recognition,#image-recognition,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network,#convolutional-neural-network,,,Network,"<img src='assets/images/artificial-intelligence/convolutional-neural-networks.jpeg' />",,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Convolution,#convolution,,Convolution Operation,Operation,"We slide the 3x3 filter over the input image, element-wise multiply, and add the outputs: <img src='assets/images/convolution-operation.png' />",,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Non-linearity,#non-linearity,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Pooling,#pooling,,,Layer,"Max pooling<br><img src='assets/images/artificial-intelligence/MaxPooling.png' />",,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Classification: Feature Learning,#classification-feature-learning,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Classification: Class Probabilities,#classification-class-probabilities,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Training with Backpropagation,#cnn-training-with-backpropagation,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Multi Applications Architecture,#cnn-multi-applications-architecture,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Multi Applications Architecture.Classification,#cnn-classification,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Multi Applications Architecture.Semantic Segmentation,#cnn-semantic-segmentation,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Multi Applications Architecture.Semantic Segmentation.Fully Convolutional Network (FCN),#fully-convolutional-network,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Multi Applications Architecture.Object Detection,#cnn-object-detection,,,,,,,,
Machine Learning.Applications.Image Recognition.Convolutional Neural Network.Multi Applications Architecture.Image Captioning,#cnn-image-captioning,,,,,,,,
Machine Learning.Applications.Generative Modeling,#generative-modelling,,,,,,,,
Machine Learning.Applications.Generative Modeling.Problems,#generative-models-problems,,,,,,,,
Machine Learning.Applications.Generative Modeling.Problems.Debiasing,#debiasing,,,,,,,,
Machine Learning.Applications.Generative Modeling.Problems.Outlier detection,#outlier-detection,,,,,,,,
Machine Learning.Applications.Generative Modeling.Latent variable models,#latent-variable-models,,,,,,,,
Machine Learning.Applications.Generative Modeling.Latent variable models.Autoencoders,#autoencoders,,,,,,,,
Machine Learning.Applications.Generative Modeling.Latent variable models.Variational Autoencoders (VAEs),#variational-autoencoders-vae,,,,,,,,
Machine Learning.Applications.Generative Modeling.Latent variable models.Generative Adversarial Networks (GANs),#generative-adversarial-networks-gan,,,,,,,,
Machine Learning.Applications.Generative Modeling.Latent variable models.Generative Adversarial Networks (GANs).Style-based generator,#style-based-generator,,,,,,,,
Machine Learning.Applications.Generative Modeling.Latent variable models.Generative Adversarial Networks (GANs).Style-based transfer,#style-based-transfer,,,,,,,,
Machine Learning.Applications.Generative Modeling.Latent variable models.Generative Adversarial Networks (GANs).CycleGan: domain transformation,#cyclegan-domain-transformation,,,,,,,,
Machine Learning.Applications.Sequence Modeling,#sequence-modeling,,,,,,,,
Machine Learning.Applications.Sequence Modeling.One-hot encoding,#one-hot-encoding,,,,,,,,
Machine Learning.Applications.Sequence Modeling.Bag of words,#bag-of-words,,,Algorithm,Bag of Words (BoW) is an algorithm that counts how many times a word appears in a document <br><img src='assets/images/wordcount-table.png' />,,,,
Machine Learning.Applications.Sequence Modeling.Recurrent Neural Networks (RNNs),#recurrent-neural-networks,,,,"<img src='assets/images/artificial-intelligence/RecurrentNeuralNetwork.jpg' />",,,,
Machine Learning.Applications.Sequence Modeling.Recurrent Neural Networks (RNNs).Backpropagation through time (BPTT),#backpropagation-through-time,,,,,,,,
Machine Learning.Applications.Sequence Modeling.Recurrent Neural Networks (RNNs).Exploding gradients,#exploding-gradients,,,,,,,,
Machine Learning.Applications.Sequence Modeling.Recurrent Neural Networks (RNNs).Vanishing gradients,#vanishing-gradients,,,,,,,,
Machine Learning.Applications.Sequence Modeling.Recurrent Neural Networks (RNNs).Vanishing gradients.Rectified Linear Unit (ReLU),#relu,,,,,,,,
Machine Learning.Applications.Sequence Modeling.Recurrent Neural Networks (RNNs).Vanishing gradients.Parameter initialization,#parameter-initialization,,,,,,,,
Machine Learning.Applications.Sequence Modeling.Recurrent Neural Networks (RNNs).Vanishing gradients.Gated cells,#gated-cells,,,,,,,,
Machine Learning.Applications.Sequence Modeling.Recurrent Neural Networks (RNNs).Long Short Term Memory (LSTM),#long-short-term-memory,,,,"LSTM composed of three control neural networks, which have output vectors at time n in our sequence<br>The Long Short-Term Memory allows the model to <ul><li>forget previous data through fn</li><li>input new data though in</li><li>On controls the degree to which the memory cell goes to the output of the hidden vectors</li> <br><img src='assets/images/artificial-intelligence/LongShortTermMemory.jpg' /><br><img src='assets/images/artificial-intelligence/LongShortTermMemoryTheUpdate.jpg' />",,,,
Machine Learning.Applications.Natural Language Processing,#natural-language-processing,,,,"",,,,
Machine Learning.Applications.Natural Language Processing.Word2Vec,#word2vec,,,,"Mapping each word in the vocabulary to a vector of d-dimensional<br>Word vectors = Word embeddings<br>E.g. Map the word 'Paris' to a vector of 10 dimensions<br><img src='assets/images/artificial-intelligence/nlp.word2vec.jpg' /> ",,,,
Machine Learning.Applications.Natural Language Processing.Word2Vec.Relationships between word vectors,#relationships-between-word-vectors,,,,"The vector associated with the word king and with the word queen are essentially the same everywhere except for one component 'gender', the respective component is positive for king and negative for queen. So we're supposed to infer that this component must represent gender<br><img src='assets/images/artificial-intelligence/nlp.relationshipsBetweenWordVectors.jpg' /> ",,,,
Machine Learning.Applications.Natural Language Processing.Word2Vec.Inner products between word vectors,#inner-products-between-word-vectors,,,,"Words often have different meanings and the definition that applies corresponds to the context in which the word is used. So word2vec alone is inefficient <br><img src='assets/images/artificial-intelligence/nlp.innerproductbetweentwowords.jpg' /><br>If words W_1 and W_2 are similar, the inner product C_1. C_2 will be positive. If two words are dissimilar, that inner product, C_1, C_2 will tend to be negative ",,,,
Machine Learning.Applications.Natural Language Processing.Sentiment Analysis,#,,,,"",,,,
Machine Learning.Applications.Natural Language Processing.Recurrent Neural Networks (RNNs),#recurrent-neural-networks,,,,"",,,,
Machine Learning.Applications.Natural Language Processing.Recurrent Neural Networks (RNNs).Long Short-Term Memory (LSTM),#long-short-term-memory,,,,"",,,,
Machine Learning.Applications.Natural Language Processing.,#,,,,"",,,,
